Episode: 286  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 287  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 288  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 289  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 290  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 291  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 292  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 293  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 294  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 295  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 296  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 297  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 298  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 299  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 300  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 301  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 302  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 303  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 304  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 305  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 306  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 307  , Workload: 1 , Epsilon: 0.11, Reward: 0.00        
Episode: 308  , Workload: 0 , Epsilon: 0.11, Reward: 0.00        
Episode: 309  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 310  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 311  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 312  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 313  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
